,drug_name1,drug_name2,id_1,id_2,similarity
1156,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1157,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1158,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1159,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1160,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1161,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1162,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1163,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1164,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1165,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1166,DEXAMETHASONE,DOXORUBICIN,DB01234,DB00997,0.433862434
1167,DOXORUBICIN,MELPHALAN,DB00997,DB01042,0.403755869
1168,DOXORUBICIN,PREDNISONE,DB00997,DB00635,0.402116402
1169,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1170,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
1171,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
1172,CYCLOPHOSPHAMIDE,DEXAMETHASONE,DB00531,DB01234,0.120967742
1173,CYCLOPHOSPHAMIDE,MELPHALAN,DB00531,DB01042,0.246268657
1174,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1175,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
1176,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1177,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1178,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1179,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1180,VINCRISTINE,CYCLOPHOSPHAMIDE,DB00541,DB00531,0.115830116
1181,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1182,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1183,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1184,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1185,PREDNISONE,CYCLOPHOSPHAMIDE,DB00635,DB00531,0.127118644
1186,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1187,PREDNISONE,DOXORUBICIN,DB00635,DB00997,0.402116402
1188,CYCLOPHOSPHAMIDE,MELPHALAN,DB00531,DB01042,0.246268657
1189,DOXORUBICIN,MELPHALAN,DB00997,DB01042,0.403755869
1190,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1191,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
1192,DOXORUBICIN,PREDNISONE,DB00997,DB00635,0.402116402
1193,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1194,DEXAMETHASONE,CARFILZOMIB,DB01234,DB08889,0.395061728
1195,DEXAMETHASONE,CARFILZOMIB,DB01234,DB08889,0.395061728
1196,DOXORUBICIN,ETOPOSIDE,DB00997,DB00773,0.721649485
1197,DOXORUBICIN,PREDNISONE,DB00997,DB00635,0.402116402
1198,PREDNISONE,DOXORUBICIN,DB00635,DB00997,0.402116402
1199,DOXORUBICIN,ETOPOSIDE,DB00997,DB00773,0.721649485
1200,DOXORUBICIN,PREDNISONE,DB00997,DB00635,0.402116402
1201,OXALIPLATIN,ERLOTINIB,DB00526,DB00530,0.135135135
1202,ERLOTINIB,OXALIPLATIN,DB00530,DB00526,0.135135135
1203,GEMCITABINE,ERLOTINIB,DB00441,DB00530,0.26754386
1204,OXALIPLATIN,ERLOTINIB,DB00526,DB00530,0.135135135
1205,GEMCITABINE,OXALIPLATIN,DB00441,DB00526,0.303921569
1206,OXALIPLATIN,GEMCITABINE,DB00526,DB00441,0.303921569
1207,GEMCITABINE,ERLOTINIB,DB00441,DB00530,0.26754386
1208,GEMCITABINE,ERLOTINIB,DB00441,DB00530,0.26754386
1209,GEMCITABINE,OXALIPLATIN,DB00441,DB00526,0.303921569
1210,GEMCITABINE,ERLOTINIB,DB00441,DB00530,0.26754386
1211,OXALIPLATIN,ERLOTINIB,DB00526,DB00530,0.135135135
1212,ERLOTINIB,OXALIPLATIN,DB00530,DB00526,0.135135135
1213,CISPLATIN,DOXORUBICIN,DB00515,DB00997,0.016574586
1214,DOXORUBICIN,CISPLATIN,DB00997,DB00515,0.016574586
1215,CISPLATIN,DOXORUBICIN,DB00515,DB00997,0.016574586
1216,INIPARIB,GEMCITABINE,0,DB00441,0
1217,INIPARIB,CARBOPLATIN,0,DB00958,0
1218,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1219,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1220,GEMCITABINE,INIPARIB,DB00441,0,
1221,INIPARIB,CARBOPLATIN,0,DB00958,0
1222,OXALIPLATIN,FLUOROURACIL,DB00526,DB00544,0.297297297
1223,DOCETAXEL,OXALIPLATIN,DB01248,DB00526,0.20855615
1224,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1225,OXALIPLATIN,DOCETAXEL,DB00526,DB01248,0.20855615
1226,DOCETAXEL,OXALIPLATIN,DB01248,DB00526,0.20855615
1227,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
1228,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1229,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
1230,DOCETAXEL,FLUOROURACIL,DB01248,DB00544,0.170984456
1231,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1232,LEUCOVORIN,OXALIPLATIN,DB00650,DB00526,0
1233,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1234,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1235,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1236,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1237,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1238,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1239,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1240,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
1241,FLUDARABINE,MELPHALAN,DB01073,DB01042,0.261083744
1242,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1243,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1244,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1245,CYCLOPHOSPHAMIDE,FLUDARABINE,DB00531,DB01073,0.193333333
1246,CYTARABINE,CLOFARABINE,DB00987,DB00631,0.44966443
1247,CARBOPLATIN,PACLITAXEL,DB00958,DB01229,0.178378378
1248,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
1249,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
1250,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
1251,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1252,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1253,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1254,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1255,DOCETAXEL,PACLITAXEL,DB01248,DB01229,0.951086957
1256,PACLITAXEL,DOCETAXEL,DB01229,DB01248,0.951086957
1257,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1258,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1259,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1260,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1261,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1262,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1263,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
1264,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1265,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1266,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1267,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1268,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1269,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1270,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1271,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1272,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1273,PACLITAXEL,TRASTUZUMAB,DB01229,0,
1274,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1275,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1276,PACLITAXEL,DOCETAXEL,DB01229,DB01248,0.951086957
1277,PACLITAXEL,DOCETAXEL,DB01229,DB01248,0.951086957
1278,PACLITAXEL,DOCETAXEL,DB01229,DB01248,0.951086957
1279,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1280,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1281,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1282,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1283,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1284,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1285,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1286,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1287,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1288,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1289,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1290,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1291,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1292,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1293,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1294,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1295,SORAFENIB,FLUOROURACIL,DB00398,DB00544,0.201877934
1296,FLUOROURACIL,SORAFENIB,DB00544,DB00398,0.201877934
1297,LETROZOLE,LAPATINIB,DB01006,DB01259,0.376865672
1298,LINIFANIB,DOCETAXEL,0,DB01248,0
1299,LINIFANIB,DOCETAXEL,0,DB01248,0
1300,LINIFANIB,DOCETAXEL,0,DB01248,0
1301,LINIFANIB,DOCETAXEL,0,DB01248,0
1302,GEMCITABINE,CISPLATIN,DB00441,DB00515,0.045454545
1303,CISPLATIN,GEMCITABINE,DB00515,DB00441,0.045454545
1304,GEMCITABINE,CISPLATIN,DB00441,DB00515,0.045454545
1305,CISPLATIN,GEMCITABINE,DB00515,DB00441,0.045454545
1306,GEMCITABINE,CISPLATIN,DB00441,DB00515,0.045454545
1307,CISPLATIN,GEMCITABINE,DB00515,DB00441,0.045454545
1308,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1309,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1310,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1311,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
1312,PREDNISONE,DOCETAXEL,DB00635,DB01248,0.430107527
1313,DOCETAXEL,PREDNISONE,DB01248,DB00635,0.430107527
1314,FLUOROURACIL,DOXORUBICIN,DB00544,DB00997,0.130653266
1315,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1316,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1317,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1318,DOXORUBICIN,FLUOROURACIL,DB00997,DB00544,0.130653266
1319,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1320,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1321,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1322,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1323,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1324,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1325,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1326,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1327,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1328,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1329,FLUOROURACIL,CYCLOPHOSPHAMIDE,DB00544,DB00531,0.309859155
1330,FLUOROURACIL,DOXORUBICIN,DB00544,DB00997,0.130653266
1331,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1332,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1333,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1334,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1335,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1336,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1337,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1338,DOXORUBICIN,FLUOROURACIL,DB00997,DB00544,0.130653266
1339,OXALIPLATIN,FLUOROURACIL,DB00526,DB00544,0.297297297
1340,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1341,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1342,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1343,LEUCOVORIN,OXALIPLATIN,DB00650,DB00526,0
1344,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1345,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1346,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1347,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1348,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1349,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
1350,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
1351,VALPROIC ACID,DOXORUBICIN,0,DB00997,0
1352,VALPROIC ACID,DOXORUBICIN,0,DB00997,0
1353,TRASTUZUMAB,CISPLATIN,0,DB00515,0
1354,TRASTUZUMAB,CISPLATIN,0,DB00515,0
1355,CISPLATIN,TRASTUZUMAB,DB00515,0,
1356,CISPLATIN,TRASTUZUMAB,DB00515,0,
1357,TRASTUZUMAB,CISPLATIN,0,DB00515,0
1358,LAPATINIB,DOCETAXEL,DB01259,DB01248,0.409836066
1359,DOCETAXEL,LAPATINIB,DB01248,DB01259,0.409836066
1360,DOCETAXEL,LAPATINIB,DB01248,DB01259,0.409836066
1361,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1362,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1363,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1364,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1365,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1366,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1367,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1368,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1369,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1370,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1371,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1372,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1373,CYCLOPHOSPHAMIDE,LAPATINIB,DB00531,DB01259,0.125
1374,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1375,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1376,DOXORUBICIN,RITUXIMAB,DB00997,0,
1377,VINCRISTINE,RITUXIMAB,DB00541,0,
1378,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1379,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1380,VINCRISTINE,RITUXIMAB,DB00541,0,
1381,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
1382,RITUXIMAB,DOXORUBICIN,0,DB00997,0
1383,RITUXIMAB,ETOPOSIDE,0,DB00773,0
1384,RITUXIMAB,DOXORUBICIN,0,DB00997,0
1385,RITUXIMAB,DOXORUBICIN,0,DB00997,0
1386,RITUXIMAB,DOXORUBICIN,0,DB00997,0
1387,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1388,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1389,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1390,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1391,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1392,DOXORUBICIN,ETOPOSIDE,DB00997,DB00773,0.721649485
1393,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1394,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
1395,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
1396,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1397,CYCLOPHOSPHAMIDE,ETOPOSIDE,DB00531,DB00773,0.086021505
1398,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1399,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1400,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1401,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1402,VINCRISTINE,CYCLOPHOSPHAMIDE,DB00541,DB00531,0.115830116
1403,VINCRISTINE,DOXORUBICIN,DB00541,DB00997,0.525362319
1404,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1405,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1406,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1407,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1408,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1409,CYCLOPHOSPHAMIDE,ETOPOSIDE,DB00531,DB00773,0.086021505
1410,DOXORUBICIN,ETOPOSIDE,DB00997,DB00773,0.721649485
1411,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1412,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1413,TRASTUZUMAB,CARBOPLATIN,0,DB00958,0
1414,CARBOPLATIN,DOXORUBICIN,DB00958,DB00997,0.156756757
1415,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1416,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1417,DOCETAXEL,CARBOPLATIN,DB01248,DB00958,0.181318681
1418,CARBOPLATIN,DOCETAXEL,DB00958,DB01248,0.181318681
1419,DOCETAXEL,CARBOPLATIN,DB01248,DB00958,0.181318681
1420,DOXORUBICIN,TRASTUZUMAB,DB00997,0,
1421,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1422,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1423,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1424,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1425,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1426,TRASTUZUMAB,CARBOPLATIN,0,DB00958,0
1427,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1428,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1429,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1430,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1431,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1432,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1433,TRASTUZUMAB,CARBOPLATIN,0,DB00958,0
1434,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1435,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1436,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1437,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1438,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1439,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1440,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1441,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1442,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1443,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1444,DOXORUBICIN,CARBOPLATIN,DB00997,DB00958,0.156756757
1445,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1446,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1447,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1448,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1449,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1450,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1451,DOXORUBICIN,CARBOPLATIN,DB00997,DB00958,0.156756757
1452,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1453,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1454,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1455,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1456,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1457,CYCLOPHOSPHAMIDE,CARBOPLATIN,DB00531,DB00958,0.188405797
1458,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1459,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1460,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1461,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1462,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1463,CYCLOPHOSPHAMIDE,CARBOPLATIN,DB00531,DB00958,0.188405797
1464,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1465,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1466,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1467,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1468,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1469,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1470,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1471,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1472,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1473,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1474,DOCETAXEL,CARBOPLATIN,DB01248,DB00958,0.181318681
1475,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1476,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1477,CYCLOPHOSPHAMIDE,CARBOPLATIN,DB00531,DB00958,0.188405797
1478,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1479,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1480,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1481,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1482,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1483,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1484,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1485,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1486,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1487,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1488,CYCLOPHOSPHAMIDE,CARBOPLATIN,DB00531,DB00958,0.188405797
1489,DOXORUBICIN,CARBOPLATIN,DB00997,DB00958,0.156756757
1490,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1491,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1492,TRASTUZUMAB,CARBOPLATIN,0,DB00958,0
1493,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1494,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1495,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1496,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1497,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1498,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1499,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1500,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1501,AFATINIB,PACLITAXEL,DB08916,DB01229,0.408304498
1502,PACLITAXEL,AFATINIB,DB01229,DB08916,0.408304498
1503,PACLITAXEL,AFATINIB,DB01229,DB08916,0.408304498
1504,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1505,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1506,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1507,ZOLEDRONATE,TRASTUZUMAB,0,0,
1508,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1509,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1510,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1511,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1512,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1513,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1514,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1515,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1516,DOCETAXEL,TRASTUZUMAB,DB01248,0,
