	TCGA-BH-A0B5	TCGA-BH-A0C3
MIER2	6.534562754	4.614982819
RALGPS1	4.689312189	1.083417567
PAPD7	9.013162873	6.806706297
PAPD4	16.23595978	11.16951175
PAPD5	1.415940295	3.211751781
LRBA	19.82688728	11.54259875
TOLLIP	7.268592018	6.087778743
PPP2R5D	18.26028392	22.79727794
PPP2R5E	7.469583668	6.616971468
PPP2R5A	27.33166811	28.59793412
PPP2R5B	4.121883651	4.648668218
PPP2R5C	6.85251603	8.700180505
LCMT1	15.66899187	12.77372142
LCMT2	3.329637049	3.379540969
NAMPT	11.14572161	10.10715049
NDUFB11	45.06080983	37.70732965
LOC101928254	0	0
LOC101928251	0.007428927	0.008608475
SCRG1	0.021934333	0.021786014
SLFN14	0.017557879	0.033909465
FOXD4	0.231267682	0.069478329
FOXD2	2.506397513	0.490346093
FOXD3	0.372856621	0
SLFN12	2.07553361	2.812350045
SLFN13	1.971932904	2.022505294
MIR892A	0	0
MIR892B	0	0
MIR892C	0	0
CAPN15	4.748323604	6.519965187
CAPN14	0.012636949	0.361204227
CAPN13	12.89208299	3.370535479
CAPN12	0.317419136	0.197045479
CAPN11	0.319203125	0.463737012
CAPN10	2.766761317	1.591234076
SLC35D3	0.014335089	0.016611182
SLC35D2	8.181652675	5.932118388
SLC35D1	5.904986437	8.034928581
COX7B	21.92926794	20.62307042
HIBCH	2.705136092	4.088217716
IL1RAPL1	0.152118819	0.010683145
IL1RAPL2	0.171929962	0.056033047
GABRQ	0.024655563	0.022221358
MPRIP	7.672912275	9.379263571
C11orf98	2.306535174	3.512141279
C11orf97	0.061261729	0
C11orf96	3.462875379	3.624643139
C11orf95	3.954162395	3.04697749
C11orf94	0.229108905	0.212389038
C11orf91	0	0.021989774
THUMPD1	18.69801328	21.41673584
THUMPD3	12.4519003	8.892578593
THUMPD2	4.179514555	2.36262666
CHORDC1	2.131183721	1.715641973
PXDNL	0.067787893	0.280539644
MLLT6	18.81684256	13.4641331
MLLT1	24.80944929	15.5916406
MLLT3	2.654067001	1.407583595
MIR3670-4	0	0
LOC101929124	0	0
SYNJ1	2.669280567	2.80661455
MIR3670-1	0	0
MIR3670-2	0	0
SYNJ2	4.809499581	4.040625987
LOC101929128	0	0.089567492
LURAP1L-AS1	0.105808743	0.024521763
PCDHA2	0.013964517	0.294508239
PCDHA3	0.058929513	0.244254511
PCDHA1	0.018132158	0.147077985
PCDHA6	0.041353915	0.594207942
PCDHA7	0.005842515	0.12863334
PCDHA4	0.074225148	0.128286772
PCDHA5	0.004753511	0.26990485
MIR670HG	0	0
IL15RA	2.576923849	4.631046436
PCDHA8	0.009252957	0.060758685
PCDHA9	0.006712948	0.011668222
EPM2AIP1	7.207744723	5.885582265
CTD-2270F17.1	0	0.016125834
VWC2L-IT1	0	0
LINC01204	0	0.003724884
CDX2	0	0.009506496
CDX4	0	0
LRFN3	3.834038947	3.110443766
LYRM2	3.035261382	3.067949745
LYRM1	7.345883176	10.14271448
LYRM7	3.375790388	3.183728737
LRFN5	0.242333041	0.402069053
LRFN4	4.059651008	1.628121945
NKX2-2	0	0
NKX2-3	0	0
LYRM9	1.109406641	1.216361496
NKX2-1	0	0.006190486
NKX2-6	0	0
NKX2-4	0	0
NKX2-5	0	0.018713361
OR2T3	0	0
OAS1	14.52255909	17.54131885
OAS3	30.90656081	28.46442342
OAS2	19.44825175	18.30108432
PAG1	0.858986921	2.172050265
NBPF3	1.663023916	2.11403013
OASL	4.413352783	4.295171237
CCIN	0.357154933	0.423957408
LINC00857	0.140188056	0.279769485
AUNIP	1.87479208	0.968253224
SAXO1	0.035746802	0.041422598
DTHD1	0.358148848	0.115088168
CCDC81	0.063257049	0.056053599
ASPHD2	0.992231971	0.869627771
ASPHD1	0.884903417	0.220335254
LOC101927434	0	0
LOC100131303	0	0
PTGFRN	47.3973664	28.29124304
UBAP2	5.381919594	2.890421456
UBAP1	24.23392004	16.08002235
DHRS4-AS1	10.2541188	10.20815134
LINC00858	0.005872955	0
TMEM9B	20.037144	12.7635137
PROB1	3.878793185	0.566135794
DDX60L	2.016859487	2.880264251
C8orf22	0	0.057094382
KLHL36	4.080306963	5.322130366
TMEM98	9.978043962	4.782070018
KLHL35	1.764279461	0.256522646
KLHL32	0.032799684	0.171033947
KLHL33	0.217819481	0.220853819
KLHL30	0.022689529	0.236629091
KLHL31	0.158983947	0.463979257
TMEM92	0.13631278	0.581278867
TMEM91	1.227600912	1.205285003
TMEM97	17.53240415	8.427396125
KLHL38	0.7677807	1.047853789
TMEM95	0	0.016007262
RPS6KA2-IT1	0.204417375	0.270713489
MTNR1B	0	0
MTNR1A	0.013117329	0.015200069
PEX1	4.797381095	4.353420565
PEX3	5.722319696	5.317062074
PEX2	10.17760866	8.552420153
PEX5	11.91710303	8.361251002
PEX7	4.468934625	3.277938339
PEX6	10.4136185	9.054501612
REG4	0.014521818	0
ZNF560	0.005962002	0.006908635
GNAI2	43.77133716	49.46372037
GNAI1	1.729124762	15.65018078
EPPIN-WFDC6	0.029253006	0
SNORD56B	0	0
POMP	60.990427	56.44617955
OTUD7A	0.174615805	0.19960657
LOC105369364	0.093588029	0.234970068
POMC	0.076955566	0.089174396
ACHE	0.13142291	0.35184228
PRB2	0	0.021854868
PRB3	0.268384717	0.367543368
PRB4	0	0
POMK	1.603444976	2.713985658
WSCD2	0.113460796	0.089642621
ADIPOQ-AS1	0.009821805	0.483704776
GDA	0.0021392	0
CTB-178M22.2	0.504221785	0.233712391
RPS13	117.4217515	99.3357668
RPS12	541.4163042	645.7223498
RPS11	737.6735452	559.8632727
RPS10	58.89050455	68.2768024
RPS17	88.42670949	128.2378213
RPS16	179.3975008	166.2648175
RPS15	66.04260917	76.67539952
RPS14	102.3536268	115.9188428
SLC16A5	8.172223412	3.190425073
RPS19	162.1457731	115.9353195
RPS18	422.2248734	597.046316
RHOXF2	0	0
RHOXF1	0	0.076435197
LOC100286922	0	0
PUSL1	3.512076587	4.87263887
SVEP1	3.442417	9.194435963
PLCXD2	0.219512475	0.334692326
PLCXD1	3.293706033	3.408422097
TSSC4	10.98812857	7.596941828
TSSC2	0.484278479	1.207854027
TSSC1	4.444450918	4.67515164
RRAGD	1.853505496	3.35304169
RRAGA	40.15839342	35.89358037
RRAGC	4.411129036	6.002621041
RRAGB	6.83154831	5.52195911
GGT2	0.014286639	0
GGT1	0.94951535	0.84840655
GGT6	6.124622455	3.39048091
GGT7	9.115398268	3.851198298
GGT5	6.817477201	8.556920698
LOC100129620	0	0
TIAF1	0.345324687	0.407496843
PTPRU	3.413530674	2.128769417
PTPRT	18.89782579	0.326977051
PTPRS	11.01502136	9.624941645
PTPRR	0.115089129	0.232432169
PTPRQ	0.006795915	0.143324186
TINF2	20.63029383	22.39600117
PTPRG	3.802706799	7.435202032
PTPRF	83.3131605	35.05027329
PTPRE	2.225837365	3.027437018
PTPRD	0.812881299	0.910018283
PTPRC	6.215105224	11.21131731
PTPRB	2.403336973	7.867066258
PTPRA	32.18580751	28.55414736
PTPRO	0.670122979	0.648840179
PVRIG	0.153401345	0.256761647
PTPRM	6.725721015	12.63642372
PTPRK	18.92783219	8.642640935
PTPRJ	5.443327502	3.307572907
PTPRH	0.237431507	0.405930016
MIR320C1	0.384278118	0.445292927
MIR320C2	0	0.391857775
IFT27	3.160398435	2.338719149
IFT20	5.365365628	4.025437017
ARHGAP19-SLIT1	0	0
IFT22	11.09347314	5.988823455
SAA2-SAA4	0.632621119	1.310635417
GAPVD1	6.284279862	4.331286677
DMPK	7.911086695	5.33768728
LINC01812	0	0.027024674
LINC01814	0.294515967	0.02187683
LINC01816	0.280952582	0.503140648
LINC01819	0.729278806	0.035507229
RNASEH1	7.253132113	9.129670683
DMP1	0.018913017	0.021915983
MIR296	0.056930092	0.065969322
PLS3-AS1	0.016297096	0.037769424
RC3H1	3.455698111	4.796069487
RC3H2	4.518138737	5.613969341
IFIT5	10.01018177	8.578903725
IFIT3	24.47851611	38.73306306
IFIT2	7.836233744	17.73411944
IFIT1	8.474277992	23.16063786
LOC541472	0.086772478	0.014364288
LOC541473	0.06027892	0.017462468
MIR3065	0	0
ISG15	23.47767966	126.7921974
MAP1LC3A	4.260645466	5.98239169
MAP1LC3C	0.557885999	6.779603643
MAP1LC3B	9.957815577	16.29606164
GGTLC1	0	0.015318912
ZFP28	2.111711298	1.86264486
BRCC3	10.48395725	10.44297277
ARL5A	7.054330048	9.355925295
ARL5C	0.019787288	0
ARL5B	4.560712671	5.51084031
WDR35	5.834593333	3.00794349
WDR34	35.25796003	13.76167187
WDR37	5.330160344	5.071426654
WDR36	6.534936499	5.292332024
WDR31	1.415589288	1.656240547
WDR33	5.344997613	4.602581895
EIF4A1	1.482174291	0.762928513
WDR38	3.084198997	0.028252183
EIF4A3	18.78050021	21.9320438
HLX-AS1	0.330356322	0.208805209
GIGYF1	21.26823873	8.901345203
GIGYF2	10.20846163	8.347715579
TLE3	17.11299896	10.49895971
TLE2	13.49560388	4.051526033
TLE1	5.183446541	4.149411217
TLE6	2.416785272	1.094454904
FAM206A	5.995741831	3.793546992
TLE4	1.484917862	2.067699511
LINC00856	0.007499773	0.004345285
FGF7	1.028666976	3.163941028
LINC00854	0.694035592	0.671249583
LINC00852	0.547480572	0.472117802
LINC00853	0.741813734	0.592825681
LINC00850	0	0
FGF6	0	0
FGF5	0	0.016332852
CDC6	3.295785296	6.168698573
CDC7	7.467765145	2.324486663
FGF4	0	0.006060281
TFPT	10.79945472	7.58434404
MIR4316	0	0
PCDHB13	0.430974629	0.673614433
PCDHB12	0.462522101	0.647197358
PCDHB11	0.370547361	1.03611751
PCDHB10	0.573160583	0.622655363
PCDHB16	0.693099105	1.261529731
PCDHB15	0.429335373	0.921846148
TFPI	1.300522597	4.189874199
BCAM	67.57236988	33.7103763
CACNA1S	0	0.01905923
SLC16A1-AS1	0.149962192	0.233765857
TMIE	0.064889068	0.365218321
KIAA2022	0.191272905	0.433286645
KIAA2026	6.232380492	4.284245791
ELOVL6	2.824604787	4.602194237
MUM1L1	3.087320306	1.366945728
APCS	0	0
LTBP4	6.602303766	9.438804086
LTBP3	14.82177066	11.75796332
LTBP2	30.68070406	34.59089921
LTBP1	9.225820782	12.032691
LOC101060498	0.123675716	0.040946476
APC2	0.203810631	0.251708801
LINC02177	0.009574313	0
LINC02175	0.216425436	0.407532086
LINC02174	0	0
LINC02172	0.029873211	0.069232823
LINC02171	0	0.018966978
LINC02170	0	0.046318886
LINC02179	0	0
MBD5	1.791905572	1.804751878
MBD4	18.54565587	11.50118918
MBD6	30.67799889	10.75422641
MBD1	11.8061377	8.516243752
CFAP97	10.23677619	10.86059489
MBD3	8.213803942	5.806687876
MBD2	19.20147142	16.78716012
MLPH	51.14775503	26.18469377
LOC100506691	0.175454127	0.235414283
REXO2	7.039385042	6.806396882
REXO4	9.479825522	6.688454116
SLC25A19	1.82033796	2.298442018
SLC15A3	6.62071193	5.981290443
SLC25A17	5.840950325	8.787083983
SLC25A16	4.333614726	3.19152238
KIAA1429	13.0339888	7.59267642
SLC25A14	4.57966544	2.070634307
SLC25A13	6.982053739	7.979745264
SLC25A12	6.859464767	4.703961107
SLC25A11	14.36154878	17.79436582
SLC25A10	5.360833691	9.2993337
TUBA3C	0	0.126324234
TUBA3E	0.164477015	1.677212268
TUBA3D	0.846469947	7.172615726
CCDC14	10.70919164	3.116543718
CCDC15	1.672243238	0.519985437
CCDC17	0.80903091	0.283014945
CCDC12	6.394827611	4.640637937
CCDC13	0.309836807	0.284069269
CCDC18	1.764964223	0.786080749
LOC105370681	0	0.024445276
LOC105372273	1.158912566	0.723111888
ZNF280C	1.309895803	1.188088421
ZNF280B	0.056134284	0.099282505
ZNF280A	0	0
GK3P	0.010173428	0
LINC01486	0	0
LINC01487	0	0
LINC01484	0.012012957	0.104402604
LINC01482	0.027522904	0.02657744
LINC01483	0	0.004695157
VIT	0.41017287	2.049067612
LINC01481	0.805694524	0.56543236
LINC01489	1.145847479	0.12953976
STAR	0.579018475	0.062414299
TMEM88B	0.068732671	0
STAC	0.257700612	0.432327163
COX6B1	151.3973674	123.2091275
COX6B2	0.11080103	0.025678753
STAM	10.76689041	11.34769898
ARIH2	9.878780465	10.67014499
LINC01734	0	0
LINC01736	0.077560721	0.089875637
LINC01737	0	0
LINC01730	0.020057221	0.139451166
LINC01732	0	0
LINC01733	0.00367251	0.004255623
RAB11A	37.77720364	26.03764574
CLDN9	0.833039979	0.802830564
FIG4	10.53940508	4.467309549
RAB11B	41.43544927	28.13602286
CLDN1	3.882016783	1.700938747
CLDN2	0.039667419	0.287285759
CLDN3	43.86320558	16.25563848
CLDN4	47.06761305	20.01374835
CLDN5	1.711040625	6.633812733
CLDN6	0.038891862	0.123934317
CLDN7	36.70010231	31.79520152
FIGN	0.091837136	0.614864343
LGALS7B	0	0.152118702
PRSS35	0.055436843	0.232866301
MAGEB2	0.010502011	0
MAGEB3	0	0
MAGEB1	0	0.00995068
MAGEB6	0	0.040211162
MAGEB4	0	0
MAGEB5	0	0
MRFAP1	106.8880802	123.9849809
IRF3	14.63092849	9.915220463
IRF2	17.44543728	10.99742056
IRF1	17.09685325	8.601878593
PCNX1	3.852023165	6.232449272
IRF7	10.72527831	10.26613692
IRF6	43.49699919	24.70737021
IRF5	2.72077691	3.829010262
IRF4	0.43288298	1.657655391
IRF9	3.115144384	1.812626241
IRF8	3.868389794	5.890771672
SNX29	5.401117721	6.567380932
SNX22	0.952865803	0.30236988
SNX20	1.119575664	2.046459185
SNX21	4.441219212	4.428397634
SNX27	16.6795333	39.01784599
SNX24	7.74444892	5.491527979
SNX25	4.912903601	7.838013528
RUNDC1	14.74716756	15.49473356
LOC105378687	0.434856327	0.711390818
PANX1	9.324260811	7.160709077
PANX2	0.555976851	0.467399668
PANX3	0	0
ZBTB12	6.49276308	2.643733791
ZBTB11	5.419482173	5.249604906
PTGDR2	0.198576879	0.426373745
ZBTB17	7.473121814	4.657932047
ZBTB16	0.379453534	1.045446042
MIR758	0	0
ZBTB14	5.999961837	5.383288856
ZBTB18	45.34403086	3.466125484
TEX101	0.084699998	0.024537118
SNCA-AS1	0	0
C1orf159	3.163942517	1.608463978
LNCSRLR	0.095392029	0.05526908
LINC00466	0.135869763	0
DDX19B	2.980067457	2.768654561
LINC00463	0	0
LINC00462	0	0
LINC00461	0.008215859	0
CRAT	55.10404725	92.10666984
TRIM68	1.923005958	3.967079534
TRIM69	3.575093001	4.542420408
UNG	20.40581177	15.0285929
TRIM60	0	0
TRIM61	0.064127322	0.13623374
TRIM62	5.500046436	3.568205744
TRIM63	0.275999208	0.167525672
TRIM64	0	0
TRIM65	5.713997206	6.666397638
TRIM66	2.240153836	1.854948049
TRIM67	0.023569278	0.044118664
TRIT1	7.511244684	4.39239752
ITK	0.740865344	1.266114151
LOC100996419	1.453596732	0.835460181
NRF1	7.267467766	4.198815436
NAGPA	2.296979705	3.583455039
LCAT	2.190019293	1.440543822
SERTAD1	6.822481703	8.953041888
SERTAD2	24.71017322	9.412331328
SERTAD3	20.67409344	12.47302026
SERTAD4	14.05669252	6.035197492
ARAP2	1.779528021	1.563899715
ARAP1	14.96461142	20.19218539
BID	4.33164241	3.988206103
LOC105370105	0.282635233	0.205497358
MIR133B	0	0
HEMK1	2.135181767	1.043945425
PYDC1	32.44182095	0
OR51E1	0.149713224	0.412025331
CHMP1B2P	0.395949352	0.111228435
ACMSD	0.054640623	0.133667823
DHCR24	178.6345313	196.0902409
LCA5	1.763400994	2.214219824
CMTM7	6.220572466	2.695262758
PPP1R42	0.601181767	0.026123852
FGFRL1	10.31626824	20.16484041
CRLF2	0.109356758	0.087729353
CRLF3	3.92458636	4.214749328
CRLF1	1.619112176	1.259450106
PARK7	58.0466766	78.82112073
NXPE1	0.003916664	0.004538543
NXPE2	0.018054711	0.094146289
NXPE3	5.113162291	13.50242461
NXPE4	0.015634061	0.081523809
DMTF1	8.390378292	3.917745519
GUSB	27.39117482	21.42358704
KIZ	2.802344669	3.649913982
KIT	5.473977202	5.462622772
KIN	2.453226114	1.568805237
EDAR	0.049662694	0.008853542
ERVFRD-1	0.104307447	0.060434574
SLC25A18	0.110557974	0.446326089
TNFRSF17	0.257101997	0.963871988
TNFRSF14	10.58158211	4.732033917
ECEL1P2	0	0
SLC25A15	4.233962497	3.924977173
TNFRSF18	1.727849056	9.682033355
TNFRSF19	9.196520168	3.874126842
TSGA10IP	0.032799684	0.028505658
CHODL	0.021866456	0.31039494
TNFRSF1A	29.79311606	29.77825566
ATP1A1-AS1	1.114375274	0.717396253
LOC284023	2.56732427	1.100114751
POLR2J4	0.820408921	0.265584444
TMLHE	2.866898962	2.972404084
POLR2J2	0.01248762	0
POLR2J3	0.370239367	0.200063534
ZNF337-AS1	0.710349829	0.369119984
HPRT1	17.40798804	12.22142631
FOSL1	0.663068125	0.488005179
FOSL2	26.23056553	33.16035513
NDUFA10	11.17325877	10.13716342
MIR7110	4.438936711	6.714089179
ISOC2	8.665087978	9.205279637
ISOC1	47.49994468	18.78493459
SLIT2-IT1	0	0
CHRD	2.587317866	1.482785087
C1orf210	8.152982443	5.94507179
C1orf216	4.673177707	5.620335412
WASL	27.73560892	21.72226248
BCL9L	11.58545306	7.107334436
CLEC3B	2.631870404	18.68860159
RAB1B	96.82429995	63.72814045
CLEC3A	0.005622959	0
AMBP	0.13254865	0.076797212
AMBN	0	0.019505116
MAD2L1BP	9.902111247	11.65151577
IDH3A	2.353590979	3.64785634
C10orf35	8.021698888	6.361516146
LOC100130849	0	0
C12orf73	2.517667101	3.278138366
RHOBTB2	5.504170829	4.785071771
RHOBTB3	12.52086261	53.33533459
RHOBTB1	5.801400944	6.208529513
INO80D	2.572762452	1.883905398
INO80E	9.319566547	7.610141128
INO80B	2.521793588	1.377423849
INO80C	2.29433307	1.564348641
DIS3L2	3.856814093	2.106706484
FAM43B	0.308976341	0.472301362
FAM43A	2.11522454	5.334230743
MIR1255B2	0	0
FAM124B	0.472723943	1.770608417
FAM124A	0.542415845	0.47944401
CYP2F1	0.011294748	0.013088102
FNTA	5.433083439	5.073103751
FNTB	3.910136918	3.230742297
MIR200A	1.675591073	0.882562557
DGKA	2.232913555	2.944207955
ADORA2A-AS1	0.306658712	0.077884775
TNFSF13B	3.211404317	4.790938476
FNBP4	11.48584833	6.381359507
VIM	162.2611837	276.502423
VIP	0.053371961	0.160800223
MIR3929	0.307422494	0
MIR3928	0	0
LINC01480	0.569499278	0.898860751
MIR3921	0	0
MIR3920	0	0.227824288
MIR3923	0	0
MIR3922	0	0
MIR3925	0	0
MIR3924	0	0
MIR3927	0	0
S100A7L2	0	0
OR7C2	0	0
OR7C1	0.095168314	0.018379821
LINC01138	0.686977641	0.701522935
LINC01139	0.06600483	0.509899513
LINC01136	0.173736015	0.122230866
LINC01137	3.708903641	1.882040928
LINC01134	0.08737032	0.212127733
LINC01135	0.084880709	0.393431501
LINC01132	0.499267747	0.712844358
LINC01133	0.267112752	0.479762679
CCNG1	37.20795218	34.90774369
CCNG2	22.46822429	15.15888788
MIR4658	6.399676871	5.646122785
MIR4656	0	0
MIR4657	10.95521025	10.50830422
MIR4654	0	0
MIR4655	0	0
MIR4652	0	0
MIR4653	3.055705516	3.540883512
SPDYE16	0.019775716	0
AP2M1	65.29366783	64.29895036
LOC100128164	0.012717741	0.002456173
OR6C3	0	0
OR6C2	0	0
OR6C1	0	0
OR6C6	0	0
OR6C4	0	0
GCAT	1.928696257	3.929752405
GHSR	0	0
DSG1	0.028974512	0.033575019
LINC00261	0	0
LINC00269	0	0
KIF16B	15.29280051	19.27778021
AKR1D1	0.032799684	0.012669181
PDE9A	2.103094447	1.279900064
TAF6L	3.092773776	2.252342247
DAO	0.004354426	0
LOC102724555	0	0
TATDN3	3.954777758	5.234425405
TATDN2	6.023483636	5.566321414
WWTR1	12.48472238	12.85310271
LRP1B	0.73121528	0.334557601
DAP	43.99864399	51.63172146
LRP10	36.11782049	32.97897518
LRP11	10.68241003	13.66958614
LRP12	1.333358993	1.476931474
PRPS1L1	0	0
GAPDHS	0.011131163	0.012898544
BICD2	6.048239816	7.154894965
BICD1	1.868473211	1.007964902
BBS9	3.610911671	2.764194477
LOC100506885	0.484982031	0.068119561
BBS1	0.734662218	0.341161774
LOC339807	0.026295859	0
BBS2	4.370547096	3.689676786
BBS5	2.412281425	1.432052669
LOC339803	1.370497192	3.541718716
BBS7	2.328427776	2.580467438
ESM1	2.735432807	8.280630912
AGL	7.177079575	4.655459935
AGK	5.108369201	4.156792806
NIPA2	9.180135626	11.87312289
NIPA1	2.250544674	5.105411361
AGA	6.921315783	6.504106627
LOC387810	0	0
AGT	1.202986758	20.4652042
SLC50A1	36.39606441	101.9500058
MRGPRF-AS1	0.007912137	0.073347267
CLDN8	4.799388409	1.051649252
PIK3CA	3.787330145	6.10000681
PPP4C	45.12780057	46.81080813
PIK3CD	2.851863126	4.263897777
PIK3CG	1.083495806	2.177354755
ZSWIM4	4.803761849	2.76869593
ZSWIM5	1.182961351	1.811515849
ZSWIM6	4.536731156	3.102237069
ZSWIM7	4.109778636	3.728697472
ZSWIM1	5.739885502	4.769088852
ZSWIM2	0	0.016327407
ZSWIM3	1.890210432	2.16207139
ZSWIM8	11.11270662	8.02143164
SFRP1	8.750660876	18.62168067
MEG3	2.750309366	2.632844905
PIK3C3	3.95810005	2.542352185
MEG9	0.083228733	0.11128108
MEG8	0.045300033	0.026246335
PRRG4	7.674444004	2.189585038
PRRG1	0.965794131	2.231940727
PRRG2	8.339806585	7.083848673
PRRG3	0.114244846	0.889746206
MAX	19.96927697	16.11216564
MAZ	33.20364729	28.67920277
ERI2	5.519372796	5.958139226
ARF4-AS1	0.226576043	0.229732364
ERI1	4.289952113	3.541142308
MAG	0.211567391	0.112640889
MAF	5.220806035	7.358567743
MAK	1.024256678	0.194723457
MAL	0.278515918	0.645476088
CSDE1	108.9466373	114.1969047
SCART1	0.464106323	0.366679141
JAGN1	22.80121368	15.85727963
LINGO1-AS1	0.031081318	0
HMCN2	0.5123205	1.182520272
HMCN1	3.831405273	7.851286769
LINGO1-AS2	0	0
UTP23	4.375151245	3.924546646
UTP20	5.309969141	4.992042889
IGF2BP2-AS1	0.004951168	0
LOC729867	0.342879335	0.37248838
NPHP3	0.789550711	0.686690257
NPHP1	1.791011097	0.424737451
NPHP4	2.240819769	1.166615387
FZD10-AS1	0.329400342	0.55721644
CTH	1.351818466	2.434907469
LOC440311	0.082135781	0.067983653
PCOLCE-AS1	0.187522039	0.108648182
ARF3	81.51244133	47.4350026
ARF6	44.81448428	28.22085686
ARF5	73.1997441	48.52669511
ARF4	79.17876621	99.134732
PCNX2	1.954575084	1.352994273
PCNX3	12.60270263	7.306781022
MEDAG	1.63811902	5.529585289
SCN4A	0.219374485	1.7841954
BGLT3	0	0
RAB11FIP3	11.98860129	16.02913553
RAB11FIP2	3.272562036	4.58935391
RAB11FIP1	9.02289183	7.23765637
PCNX4	3.065298784	2.116444431
RAB11FIP5	12.94055914	11.80131348
LOC340512	0	0.015059868
FAM78A	1.709579901	2.547538729
MIR4731	0.241546246	0
MIR4730	0.667430415	1.031204672
PEX13	8.059306964	7.256993827
MIR4732	0	0
AASS	2.636963151	3.964668627
MIR4734	0	0.279898411
CLIP3	5.670445398	6.482482816
CLIP2	3.199043099	4.041786624
CLIP1	9.046161147	7.553116943
CLIP4	1.889808118	3.706898956
LINC01671	0.33340186	0.022076494
LINC01670	0	0
PEX16	8.052877652	5.872014125
LINC01674	0	0
LINC01676	0	0
EIF1B	20.61354649	16.03706638
CD48	4.487861367	6.139982858
CD44	22.56224948	17.75575104
CD47	19.22334857	19.12385065
CD46	48.59661924	32.33231645
CD40	4.188585864	13.64601671
FPGT	5.517424766	5.568505229
FPGS	13.81993541	12.79444047
VMA21	7.194853718	8.214517076
TBL1X	7.685781664	12.36121474
TBL1Y	0	0
FAR1	10.2427716	6.997646849
FAR2	4.221590915	2.082038633
RNU4-2	0.959332606	0.416869974
LOC101927043	0.071403029	0.005516016
LOC101927040	0.034436328	0.00798081
LOC105375843	0	0
IL31RA	0.022169891	0.051379953
RNU4-1	0	0.277913316
BEAN1-AS1	0.146744585	0.056681453
PAK4	16.81080392	5.518503035
PAK5	0.130353624	0.023850138
PAK6	0.149259644	0.01517182
MIR543	0	0
MIR542	0	0.174936507
MIR541	0	0
PAK3	0.278743243	0.260301179
NSDHL	10.78366029	10.46393759
KCNG1	0.071526477	0.025225349
KCNG2	0.12513034	0.054374344
KCNG3	0.088432203	0.481624358
KCNG4	0	0
NUBPL	1.933642935	2.189034213
GAST	0	0
SUB1	36.5093886	26.65549057
MFSD2A	2.810303461	1.281092303
MFSD2B	0.041908655	0.128029242
AXDND1	0.030545346	0.035395266
KAT14	6.260542304	6.000927118
ARID2	9.340173243	5.126431604
OR8D4	0	0
ZBTB10	4.71861631	3.28529938
OR8D1	0	0
OR8D2	0	0
ARGLU1	21.97572801	13.16292012
MIR759	0	0
GLYCTK	1.228975753	4.942115986
NUBP2	11.17375578	12.92823967
GAS8	4.441611728	2.397206515
NUBP1	12.75685414	12.4773128
GAS1	8.612614627	15.6840139
GAS2	0.091033297	0.138799155
GAS5	40.15415292	24.09855171
GAS7	10.36257309	13.59862874
GAS6	11.91121404	21.02826524
UGT2A3	0	0
UGT2A2	0	0
UGT2A1	0	0
LOC105369860	0	0
ZNF195	4.276667455	2.886253189
LOC101929634	0.017723519	0.046209643
LOC101929633	0.178923145	0.172776797
OR2Y1	0	0
PKNOX2-AS1	0	0
C22orf39	2.315963354	2.796565284
C22orf31	0	0
CYP4F35P	3.103075855	0.143013787
C22orf34	0.067443109	0.246032729
PLPP1	15.99405174	23.60670973
PLPP3	17.10015815	27.22099416
PLPP2	12.81476578	14.89429382
PLPP5	8.318094258	8.072155539
PLPP4	5.115096964	2.16235243
PLPP7	1.092425201	1.725464278
PLPP6	6.731132467	4.392427509
C1orf158	0.788339373	0.00951573
AGAP2-AS1	9.615150881	6.831387217
DDX19A	3.656721438	4.244452931
GKAP1	1.865357134	2.097789333
SH3PXD2B	21.63499774	18.20760743
SH3PXD2A	20.12132003	14.07634727
LYSMD2	2.152253914	3.004116986
LYSMD1	8.170966296	18.95229193
CLGN	11.04145198	25.45133169
SMARCA1	20.63246729	8.765830593
SMARCA2	28.15786653	18.75300064
SMARCA4	24.18518069	14.77035068
SMARCA5	16.08349431	15.89863031
POMZP3	2.262305782	6.759072858
FYB	4.301899035	6.613402947
GOLGA6L9	0.493671159	0.271130304
GOLGA6L4	0.016727028	0.009691454
GOLGA6L6	0	0
FYN	3.417695224	7.397234216
GOLGA6L1	0	0
GOLGA6L2	0	0
CPB2-AS1	0.04276236	0.024776035
OST4	135.4775444	143.1997642
OSTN	0	0.07303966
FCGR2B	2.272862444	1.349474035
OSTC	39.60940165	46.17717941
FCGR2A	5.717745997	4.040987221
LOC100129518	9.991757335	21.07796472
WBP1	8.599759685	5.23977173
CALCR	0.037648227	0.053320578
PSAPL1	0	0
CPS1-IT1	0	0
CALCA	0	0
CALCB	0	0.004976604
WBP4	6.020699021	5.512600805
CKB	6.658133115	15.04152457
CKM	0.030612379	0.106418829
OR51B5	0	0
OR51B4	0	0
OR51B6	0	0
OR51B2	0	0
UNK	7.955211864	5.577383763
LIX1	0.004108928	0.028568003
CUL9	5.181089087	3.11541485
CUL5	7.343120511	6.878725559
CUL7	13.4202373	13.50057261
CUL1	22.53160807	20.9347918
CUL2	9.326303745	8.538342628
CUL3	10.44621903	7.544241395
ZNF295-AS1	0.111646467	0.143748267
FCER2	0.137970112	0.263796544
ULK4P1	0	0.023228084
ULK4P2	0.01081781	0.025070875
LOC101927908	0	0
LOC101927907	0	0
LOC101927905	1.004569568	1.009798133
